N,P,K,pH,temperature,rainfall,crop
38,78,18,5.859813416,24.69487673,91.95792434,pigeonpeas
25,79,20,6.962386495,23.17409556,162.5931264,pigeonpeas
6,74,23,6.12166671,19.04380471,155.3705624,pigeonpeas
34,79,25,6.421748487,29.32379604,165.4113371,pigeonpeas
39,72,23,4.828936119,34.6455408,180.9009998,pigeonpeas
12,77,16,6.98571967,21.9989826,136.8274312,pigeonpeas
26,62,15,4.603563116,22.99774444,159.689339,pigeonpeas
5,71,24,6.979540061,30.55992394,178.8998611,pigeonpeas
37,78,15,7.064973419,31.46417866,165.405354,pigeonpeas
16,57,16,5.16516459,25.95058595,109.1821183,pigeonpeas
14,79,15,5.111488821,21.01142393,185.2039114,pigeonpeas
22,66,19,5.374358869,19.25100056,149.063196,pigeonpeas
0,75,15,5.671419084,19.24462755,180.6465282,pigeonpeas
22,79,17,5.667419697,22.47253208,96.74706956,pigeonpeas
31,66,19,6.07938452,36.75087487,124.6028153,pigeonpeas
24,67,21,6.931924963,29.89286629,198.1403003,pigeonpeas
21,66,15,6.842744374,29.37735586,172.40168,pigeonpeas
9,71,23,6.876572503,29.65052947,186.9226052,pigeonpeas
13,73,23,6.151029296,19.54284889,173.1106982,pigeonpeas
15,66,21,4.567446499,20.04611791,122.4564203,pigeonpeas
13,60,19,3.692863601,27.91095209,32.67891866,mothbeans
28,45,22,4.371745575,27.32220619,36.5037914,mothbeans
18,55,22,8.399135958,28.66024187,36.92629678,mothbeans
30,38,17,8.840656256,29.02955344,72.98016599,mothbeans
30,39,17,8.153022903,27.78031515,32.05025323,mothbeans
13,37,16,5.270749441,31.99928579,71.6266696,mothbeans
1,41,19,8.050304395,27.33580911,73.44775287,mothbeans
38,59,21,9.679240873,28.92952635,66.35634104,mothbeans
6,40,24,6.974978386,27.65472156,36.94255012,mothbeans
3,37,17,7.39389918,28.52396666,61.32935611,mothbeans
25,46,25,6.68727523,31.02215872,53.56783314,mothbeans
9,47,18,7.88118645,25.74095321,67.43488235,mothbeans
13,48,19,5.875333778,31.70447482,44.94317432,mothbeans
32,59,18,8.202706015,24.47876451,34.96933295,mothbeans
35,41,15,8.985348193,31.46511256,74.44330654,mothbeans
40,42,20,5.87707519,25.60973447,53.39249517,mothbeans
21,57,19,7.707595055,30.30260453,68.04039813,mothbeans
27,43,15,4.524171562,28.17489437,45.78172762,mothbeans
26,57,18,9.926212291,25.50634557,74.32635105,mothbeans
24,43,23,6.455592696,31.12896766,32.76742894,mothbeans
15,58,17,8.016210782,26.34043268,35.1051197,mothbeans
30,49,20,3.71105919,28.23494706,72.66666443,mothbeans
14,54,18,5.49091063,27.04453473,48.25207759,mothbeans
29,36,18,9.254089438,25.16125354,40.89732789,mothbeans
39,39,22,6.005242945,27.3179125,32.55919573,mothbeans
18,53,24,7.437078236,25.4123765,31.87416982,mothbeans
6,58,19,3.808429173,31.21629982,53.1205277,mothbeans
22,55,15,5.818219385,30.573999,62.74803826,mothbeans
32,38,19,4.52363558,25.42517036,46.19374559,mothbeans
33,41,24,3.510404312,27.09400578,41.53749535,mothbeans
36,55,15,6.030447288,24.30935081,58.99536268,mothbeans
7,52,23,5.498340808,30.06142622,41.0550915,mothbeans
20,48,25,4.61136408,28.09568993,33.84110759,mothbeans
15,53,25,5.545219232,26.33908791,55.50429227,mothbeans
2,48,21,8.292875734,28.61409059,57.02891698,mothbeans
7,49,22,3.828031463,28.70012137,44.11622138,mothbeans
28,58,25,8.869532817,24.21610338,42.24783476,mothbeans
36,47,16,3.793575185,28.50677929,66.1761456,mothbeans
31,41,15,4.193189124,25.97948991,72.19245835,mothbeans
36,40,15,7.661537348,30.88482722,55.053805,mothbeans
39,35,20,9.392694614,25.5042419,65.07981523,mothbeans
5,40,24,4.516154055,25.12528913,38.48678973,mothbeans
17,51,17,5.794289715,27.10508014,62.20279647,mothbeans
7,60,16,7.354286985,31.1006247,70.79934452,mothbeans
12,38,17,5.993513566,26.45707778,64.16167699,mothbeans
2,49,19,8.620107545,30.04132304,31.83192392,mothbeans
7,43,19,9.45949344,27.77799528,50.28438729,mothbeans
14,53,21,8.0344125,30.99256944,58.27600682,mothbeans
1,41,21,5.414492777,26.4908332,36.99362831,mothbeans
19,47,18,6.276004336,31.96987867,64.25520357,mothbeans
21,53,19,9.160691747,25.36140526,55.60523179,mothbeans
1,41,20,7.887658711,25.54249137,48.46797044,mothbeans
6,47,20,8.183844843,28.99319096,70.4713043,mothbeans
27,40,24,9.072011412,29.34317422,34.03335472,mothbeans
12,36,17,7.702287236,28.63618921,68.54877876,mothbeans
39,35,21,5.88509677,24.83206631,52.0810886,mothbeans
3,38,15,6.16496284,25.44689075,57.04826619,mothbeans
14,37,22,3.504752314,31.01274943,63.77192383,mothbeans
36,56,16,7.388007483,27.06179658,60.74583498,mothbeans
12,51,25,8.340398059,27.0956288,71.1271039,mothbeans
21,40,15,8.66077954,28.56800579,64.53027638,mothbeans
9,48,23,3.558822825,28.79929247,40.85534718,mothbeans
40,40,20,5.9565851,27.94293692,69.66289997,mothbeans
38,57,24,9.416003106,30.47757686,61.86633917,mothbeans
19,60,24,8.18422855,30.58139475,64.58559639,mothbeans
23,41,25,5.131779302,26.85911286,44.13827124,mothbeans
16,38,23,6.294130313,26.31051759,35.73403813,mothbeans
19,47,22,7.991902443,28.77833449,33.95825723,mothbeans
9,58,18,8.923095695,28.90245417,71.90018566,mothbeans
26,52,17,6.878498176,29.37687468,38.34303462,mothbeans
33,59,21,5.243634849,24.17093241,59.18953429,mothbeans
2,48,20,7.550090941,26.65333029,36.91852635,mothbeans
15,37,17,8.709291688,28.19912143,52.13580529,mothbeans
21,39,17,7.792508068,28.76488954,55.21606732,mothbeans
1,44,18,8.055908858,29.3499706,40.82840673,mothbeans
28,51,24,4.397698806,28.00937423,36.01203025,mothbeans
29,36,24,5.952384957,26.85851927,34.7426459,mothbeans
23,52,24,8.532078733,31.2123945,53.78769958,mothbeans
29,36,25,7.224193642,24.20422636,46.0203959,mothbeans
12,53,20,4.931890506,29.98835437,52.92929636,mothbeans
29,56,23,4.626212446,29.93964907,45.43669946,mothbeans
1,54,24,5.026003659,31.2119298,68.80141783,mothbeans
26,54,18,3.5253661,26.80474415,43.87801983,mothbeans
11,37,21,8.86979671,31.49398069,64.56807592,mothbeans
1,50,15,9.406887533,30.99694676,38.31597852,mothbeans
23,43,18,5.80428611,29.61253065,50.1978269,mothbeans
20,46,18,8.35495812,29.97604322,44.86052932,mothbeans
13,48,18,8.634929739,30.88883074,55.51932414,mothbeans
8,38,25,7.699200949,30.39321309,35.37493212,mothbeans
0,54,21,5.261285926,30.43683729,30.92014047,mothbeans
37,39,22,9.112771682,25.32688786,32.71129281,mothbeans
22,42,15,4.605700542,30.53684308,33.48919022,mothbeans
37,41,21,7.115994051,30.38257873,47.95406479,mothbeans
1,42,19,7.214078621,24.01825377,35.03404425,mothbeans
34,46,16,9.93509073,28.69841277,65.67591794,mothbeans
13,43,23,8.914074888,29.33743412,42.44054315,mothbeans
23,55,16,8.639586199,27.96583691,70.10472076,mothbeans
1,40,15,8.621514073,24.86803974,63.9187654,mothbeans
33,35,19,5.838508699,25.87682261,38.53254678,mothbeans
19,45,17,3.532008668,31.01963639,32.81296548,mothbeans
33,36,24,7.18530147,27.43329405,54.73367631,mungbean
13,46,25,7.034214276,28.3340432,38.7976407,mungbean
18,59,16,6.635968698,27.01470397,55.296354,mungbean
37,60,19,6.828187499,28.17432665,36.35720652,mungbean
21,48,21,6.89077995,29.87888063,44.75215854,mungbean
14,39,23,7.165121109,29.89232778,42.99498978,mungbean
3,45,21,6.935804256,28.56212158,56.48265193,mungbean
19,40,19,7.196774236,27.53592929,53.01899249,mungbean
0,53,21,6.990095452,29.68361658,41.82490236,mungbean
8,55,23,7.064782138,28.14448546,46.75690086,mungbean
28,47,24,7.156563094,29.53037621,59.87232071,mungbean
3,45,15,6.364967184,27.88352946,44.64407105,mungbean
33,56,25,6.428054409,28.22471276,44.01206619,mungbean
25,60,21,6.664187809,29.008124,45.91011391,mungbean
28,36,25,6.637677489,29.75538903,37.54602719,mungbean
20,53,18,6.79385576,29.78416743,40.77872823,mungbean
36,49,18,6.852884643,27.8640132,42.83053902,mungbean
36,40,23,7.121571293,27.11026483,51.52617423,mungbean
35,36,15,6.883308033,27.11030369,49.11964582,mungbean
15,41,25,6.421271178,28.95451232,57.65901369,mungbean
14,42,17,6.54450214,29.21780035,43.1386631,mungbean
21,54,16,6.452006451,28.7420098,48.54598575,mungbean
7,49,21,6.489259136,29.65021184,56.76278363,mungbean
22,52,15,6.713410626,27.23924995,37.31236904,mungbean
0,39,16,6.510840928,28.95172351,56.51103293,mungbean
10,50,15,6.287380117,28.18837136,37.01110438,mungbean
34,51,20,6.86308576,28.30041493,50.47333854,mungbean
1,42,22,6.78415271,27.89636126,57.79863368,mungbean
39,46,25,6.769415888,28.6899851,44.56598352,mungbean
40,46,18,6.320768488,27.8262623,56.68833819,mungbean
8,49,18,6.705008504,28.70562673,59.87065439,mungbean
29,37,24,6.790736339,28.6362812,48.48319335,mungbean
23,40,19,7.130278657,28.28511547,48.56690235,mungbean
18,47,23,7.012740397,27.60887393,43.80041104,mungbean
16,49,21,7.155685016,28.60901145,36.94616965,mungbean
26,60,24,6.991242362,29.24598976,53.43228915,mungbean
3,50,19,6.218923893,28.62911222,50.49913241,mungbean
32,37,23,7.199495368,29.57329479,45.04467075,mungbean
37,45,25,6.389882166,27.82684262,58.37249772,mungbean
2,47,17,6.623438282,29.8757015,40.12044158,mungbean
22,40,16,7.033012777,27.33684386,51.09802625,mungbean
40,40,25,6.32400451,29.83040388,58.86687093,mungbean
40,40,22,6.397636709,28.2753171,56.04995423,mungbean
12,48,21,6.401455706,29.86860065,58.41394143,mungbean
38,37,23,6.904587016,29.5888162,54.96121262,mungbean
3,39,17,6.478557136,28.07219563,49.61865305,mungbean
2,60,15,7.063022095,27.84026517,52.84626009,mungbean
3,40,20,6.981758362,27.10818093,55.03723979,mungbean
25,43,24,6.227134139,27.68515114,54.62243308,mungbean
40,35,22,6.232836962,29.34594634,59.03629954,mungbean
6,50,18,7.140437859,28.36319404,52.93031105,mungbean
36,49,21,6.459252023,27.65280218,56.52558045,mungbean
31,48,21,6.568795404,27.31372793,53.15223123,mungbean
36,46,15,7.12851089,27.06909959,50.46746116,mungbean
24,43,22,6.42937879,28.06642822,39.23831035,mungbean
31,53,17,6.248900919,27.73329078,44.17580911,mungbean
19,47,19,6.619891498,27.53632932,45.48591922,mungbean
12,45,23,6.377568542,29.66461594,56.09542002,mungbean
3,46,20,6.415459592,29.9145443,41.39081525,mungbean
4,57,23,6.320662012,28.36363858,57.99524359,mungbean
4,44,23,6.978400282,29.46416042,43.15411472,mungbean
22,53,21,6.442335593,29.73013036,50.91511275,mungbean
21,50,16,7.184398832,27.46852989,43.78420984,mungbean
23,42,15,6.402926221,27.77076285,49.50812624,mungbean
5,42,15,7.085982325,29.12939524,36.45012824,mungbean
24,37,25,6.698574085,27.10606808,37.45680611,mungbean
11,60,17,6.594739424,28.88078945,53.79732545,mungbean
27,42,19,6.647965508,28.14720892,37.44800463,mungbean
20,47,20,7.120032489,29.89129144,54.7960127,mungbean
38,54,23,6.91380932,27.41503453,40.53173216,mungbean
2,49,23,7.073048264,29.27308605,50.9246554,mungbean
33,37,21,6.5304707,29.65296893,56.01913159,mungbean
37,51,17,6.684381357,28.44524991,58.18713162,mungbean
31,38,24,6.581351374,27.96235681,48.9366954,mungbean
18,35,15,6.86483915,29.25649321,42.02483277,mungbean
3,36,25,6.487124217,28.36291385,43.05130077,mungbean
40,57,22,6.605733068,27.62749466,39.26137642,mungbean
25,52,18,6.860602782,28.66086349,50.01534317,mungbean
6,57,18,6.41874299,29.2114218,51.53848218,mungbean
31,60,23,6.365513634,29.40889385,53.35486977,mungbean
24,42,19,6.556372966,28.02952623,36.12042927,mungbean
31,37,18,6.760694228,28.08657178,38.14476781,mungbean
12,52,16,6.715276663,29.16174608,40.16545979,mungbean
6,40,22,6.666380512,29.8596912,50.66487502,mungbean
35,35,15,6.626629798,29.06631494,43.95183726,mungbean
4,44,25,6.702772465,27.38538997,58.29933073,mungbean
29,43,23,7.011030515,27.93034941,43.25095608,mungbean
31,58,24,6.890156495,29.2808618,44.47427436,mungbean
14,56,19,6.821747052,28.9973145,59.84499208,mungbean
19,42,21,7.183189922,27.92678579,43.4826194,mungbean
1,40,19,6.27258822,28.5474135,49.4897245,mungbean
34,42,22,6.679127482,29.36488409,48.30159325,mungbean
2,36,24,6.689825155,28.56149805,41.013132,mungbean
28,46,19,6.583381939,28.43683487,43.12063289,mungbean
8,49,19,6.725551062,28.79728147,44.30070517,mungbean
13,53,24,7.069747814,28.7275267,58.52974279,mungbean
19,43,17,6.921993878,27.95639663,43.25726752,mungbean
16,58,19,6.770955317,28.17458662,37.2464655,mungbean
36,41,22,6.983130466,28.77653519,56.12443206,mungbean
12,60,17,6.267684328,28.438097,52.55469976,mungbean
56,78,21,7.454532137,29.48439992,71.89090748,blackgram
58,64,24,7.040056094,26.73433965,67.15096376,blackgram
45,67,17,7.418650668,26.27274407,70.23207557,blackgram
27,74,24,6.501869314,34.03679184,73.23573601,blackgram
20,70,21,6.814410928,28.03644051,72.49507741,blackgram
30,74,16,7.581442888,28.81460716,62.26242533,blackgram
54,56,22,7.741418772,34.03619494,66.85510868,blackgram
39,63,21,6.573531614,33.8642935,68.02199825,blackgram
27,69,22,7.543804223,32.84213012,73.67166182,blackgram
59,71,25,6.5408208,27.10053268,73.84949872,blackgram
34,63,22,7.22405917,25.65842532,69.28607828,blackgram
38,58,16,7.551364319,32.34744009,64.55882254,blackgram
42,72,16,6.928898659,29.58949031,67.53021213,blackgram
34,78,17,7.747775263,30.91219459,66.63830637,blackgram
30,75,21,6.706505915,28.12787838,70.86340755,blackgram
60,75,15,6.668238556,30.08545364,67.1367443,blackgram
36,61,24,7.332375138,31.74379487,68.97097538,blackgram
57,67,18,7.596802025,27.81326852,69.75555541,blackgram
56,70,19,7.70650895,32.88733849,71.50569456,blackgram
34,80,25,7.366542647,29.36358721,61.91208707,blackgram
51,58,17,6.919243702,27.82592799,74.01229707,blackgram
26,63,20,7.187721818,28.49538735,74.91559514,blackgram
36,67,15,7.075886472,27.74274761,71.78615328,blackgram
39,70,22,6.74441168,30.41588462,63.02473185,blackgram
32,71,17,6.726469088,27.3254209,61.19250859,blackgram
31,60,23,6.628264883,30.28496619,65.62859526,blackgram
23,79,23,7.127064207,28.56840626,63.49726331,blackgram
26,60,15,7.538631462,25.36586097,65.81655892,blackgram
31,76,16,7.162357641,34.9466155,70.1415139,blackgram
58,74,25,6.859409487,25.09737391,74.61649888,blackgram
44,66,25,7.397190844,32.47648301,65.820457,blackgram
44,58,23,6.880245789,33.86351172,69.24464096,blackgram
42,67,17,6.581313137,25.19857725,70.88787207,blackgram
52,61,20,7.296972161,31.77681682,61.46892873,blackgram
49,67,17,6.97297656,34.89814946,64.72797143,blackgram
37,55,25,7.241148507,31.74105409,62.3061735,blackgram
20,67,22,6.92009048,27.16159076,69.85112265,blackgram
44,72,23,7.504608385,26.23773129,73.58663968,blackgram
40,61,20,7.152272256,30.20157245,66.37171179,blackgram
60,60,16,7.137004749,31.55846339,74.86960831,blackgram
24,67,17,6.808041722,29.67892453,65.66436565,blackgram
41,72,17,7.393631868,27.05365239,60.4693835,blackgram
46,69,18,7.69950698,34.63880966,72.43169115,blackgram
25,64,20,6.602888249,33.39438752,63.57445989,blackgram
38,64,24,6.734447425,28.84079155,70.25496749,blackgram
35,68,20,6.521217963,31.49338309,71.48327008,blackgram
29,72,23,7.707332484,25.54960633,63.1830529,blackgram
41,59,16,6.596719015,34.37329112,70.27184748,blackgram
25,61,15,7.403623355,34.6008247,60.41790253,blackgram
59,65,15,7.517097,29.43463808,72.17818157,blackgram
40,72,18,7.17620823,29.10713092,67.83345933,blackgram
56,65,21,6.593961761,28.57006111,70.0866434,blackgram
31,76,21,7.143942758,27.54384835,69.40878198,blackgram
50,61,22,6.690655045,33.04687968,62.30278274,blackgram
24,61,25,7.423530351,33.95309131,61.16350463,blackgram
38,70,16,6.578714843,30.11873003,71.72980375,blackgram
21,68,21,7.497469256,29.57812712,69.43895491,blackgram
34,63,19,7.775306272,27.26458947,68.91754359,blackgram
23,76,17,7.322555223,31.35730791,63.85668948,blackgram
37,72,17,7.580527339,31.52104732,61.71111448,blackgram
48,78,18,7.108450121,29.39982732,67.47677295,blackgram
35,76,19,7.358974541,29.38400259,65.24194361,blackgram
26,66,19,7.405176138,28.38686534,74.24459122,blackgram
50,58,18,6.500144962,28.47442276,69.5274407,blackgram
49,69,25,7.167435834,30.64095781,71.36947525,blackgram
26,77,18,7.261791753,25.25596239,68.64685069,blackgram
38,80,15,7.586642101,32.97030511,73.44678678,blackgram
38,67,18,7.534811833,33.66855394,67.32520551,blackgram
25,56,18,7.251000789,32.83963757,73.40452716,blackgram
33,80,16,6.513620918,27.45853567,69.46020927,blackgram
50,68,16,7.121254928,25.68576704,74.62068748,blackgram
30,66,19,7.574561547,30.0328403,71.21006868,blackgram
52,78,19,7.350869792,28.20667264,64.32887142,blackgram
39,66,16,7.513151076,28.27265858,63.29900785,blackgram
31,76,22,7.025607706,28.5417236,69.68862306,blackgram
27,78,22,6.804253866,26.87187036,63.51822045,blackgram
40,60,20,7.163043872,32.79766751,64.11411069,blackgram
49,55,20,7.338929556,26.42333018,63.46546487,blackgram
45,73,15,6.621323612,29.79181107,63.02169909,blackgram
57,66,22,6.661870999,27.44003279,72.50669768,blackgram
60,56,22,7.733149554,34.1262979,70.40795007,blackgram
45,57,23,7.402891666,30.94908189,62.78730907,blackgram
43,60,15,6.599147298,28.75751783,73.37686831,blackgram
38,79,25,7.04174124,27.24766491,62.31842057,blackgram
58,58,18,7.353876754,28.63005477,62.2737345,blackgram
22,59,21,7.026795359,26.41768321,64.42177127,blackgram
31,58,20,6.814301033,32.81705216,68.83924882,blackgram
34,80,18,7.42160832,29.6321052,71.16331975,blackgram
21,80,19,6.847382891,33.49077065,65.45328463,blackgram
22,76,15,7.191522601,31.86847286,74.22238583,blackgram
56,63,24,7.01285529,30.32992227,71.64631281,blackgram
51,57,22,7.368318809,28.546224,62.83469851,blackgram
22,64,23,7.26154329,30.02629908,66.47264636,blackgram
46,57,23,6.52669158,31.65531175,66.69096751,blackgram
39,78,20,6.872594461,30.33499674,74.16699119,blackgram
48,74,16,6.874142175,33.36984395,64.89517488,blackgram
52,73,24,7.76061831,31.4345059,64.77651469,blackgram
39,79,18,6.781841984,27.71678273,68.56507978,blackgram
29,64,25,7.326980454,32.63918668,61.83876146,blackgram
33,72,15,7.453975408,32.7477393,63.37784443,blackgram
0,63,20,7.604110177,28.05153602,43.35795377,lentil
14,66,19,7.728832424,19.44084326,46.83130119,lentil
16,59,20,7.491217102,29.84823072,46.80452595,lentil
24,58,25,6.633864582,21.36383757,46.6352865,lentil
12,75,21,7.324863481,26.28663931,46.13833007,lentil
33,59,23,6.410441476,22.17499963,53.46622584,lentil
7,63,15,7.836719564,26.57597546,50.89110726,lentil
39,75,22,6.139215944,26.58972517,50.90994463,lentil
21,74,22,6.590571088,19.1345771,36.46946971,lentil
19,70,20,7.286049978,28.75273118,35.15426171,lentil
7,70,17,6.058306161,25.78746268,49.14337177,lentil
7,74,17,6.658605362,23.89271875,52.55730112,lentil
6,74,18,7.299360767,28.67408774,42.96018627,lentil
4,75,19,7.815210661,28.42062847,49.02366803,lentil
15,72,22,5.925391795,21.35499456,41.78219834,lentil
40,74,22,6.403683619,21.12695586,38.71834464,lentil
6,72,18,7.397546271,24.02037872,49.78102578,lentil
2,73,21,7.722335992,25.40474421,51.92057267,lentil
35,75,16,7.475926645,29.03017561,54.9393771,lentil
34,71,25,6.887130053,20.21368219,50.89732989,lentil
25,73,15,7.441976825,29.19585548,44.93261911,lentil
39,56,22,7.629910253,18.29783597,49.39111479,lentil
8,79,23,7.336117221,27.41434987,44.43177543,lentil
30,58,22,6.75020529,24.84063998,48.77790371,lentil
26,64,20,7.52178027,29.94413861,40.37113729,lentil
6,63,19,6.347379185,25.87990287,47.89645224,lentil
16,64,22,7.135251532,20.0467711,46.05333124,lentil
14,64,16,7.670178119,22.99451999,54.49044154,lentil
31,67,20,7.399749291,25.13163619,49.04015558,lentil
23,65,15,7.841496029,28.49584395,53.14531023,lentil
14,61,18,6.254216611,18.28766124,48.60449438,lentil
34,76,24,6.868881708,24.38041875,53.13946695,lentil
10,77,20,7.320514721,21.31852148,45.42616802,lentil
14,62,22,6.296976913,18.54141834,44.07819743,lentil
32,59,20,7.241151936,25.28710601,49.37369982,lentil
40,68,17,7.685959305,25.43459777,41.02682925,lentil
32,68,17,6.890760124,28.83600962,44.08562546,lentil
8,60,24,6.155915975,27.37659643,49.47371773,lentil
10,66,15,6.167855382,28.31886863,45.36521251,lentil
11,63,24,6.861640036,27.4818649,37.81123974,lentil
4,61,20,6.978361689,18.28072173,48.80253285,lentil
26,79,20,7.043160241,27.61204997,42.72374404,lentil
